doc_id,num_pages,num_sections,num_chunks,num_empty_pages,avg_chunk_tokens,max_chunk_tokens
Organicheskaya_khimia_uchebnoe_posobie_dlya_vuzov_T_1_Traven_V_F,399,74,1057,0,259.57615894039736,302
Organicheskaya_khimia_uchebnoe_posobie_dlya_vuzov_T_2_Traven_V_F,548,105,1495,0,258.25752508361205,302
Organicheskaya_khimia_uchebnoe_posobie_dlya_vuzov_T_3_Traven_V_F,389,70,908,0,255.34251101321587,302
______,317,17,454,0,246.31057268722466,302
